"kind","url","status","title","note","finalUrl"
"page","http://185.23.72.228/en/tr/fitre-hesaplayici","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/fitre-hesaplayici"
"page","http://185.23.72.228/en/tr/giris","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/giris"
"page","http://185.23.72.228/en/tr/gizlilik-politikasi","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/gizlilik-politikasi"
"page","http://185.23.72.228/en/tr/gonullu","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/gonullu"
"page","http://185.23.72.228/en/tr/haberler","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/haberler"
"page","http://185.23.72.228/en/tr/haberler/egitim-bursu-guncelleme","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/haberler/egitim-bursu-guncelleme"
"page","http://185.23.72.228/en/tr/haberler/kurban-bayrami-kampanyasi","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/haberler/kurban-bayrami-kampanyasi"
"page","http://185.23.72.228/en/tr/haberler/ramazan-kampanyasi-duyurusu","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/haberler/ramazan-kampanyasi-duyurusu"
"page","http://185.23.72.228/en/tr/haberler/yeni-su-kuyusu-projesi-baslatildi","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/haberler/yeni-su-kuyusu-projesi-baslatildi"
"page","http://185.23.72.228/en/tr/hakkimizdabbbb","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/hakkimizdabbbb"
"page","http://185.23.72.228/en/tr/hediye-katalogu","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/hediye-katalogu"
"page","http://185.23.72.228/en/tr/iletisim","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/iletisim"
"page","http://185.23.72.228/en/tr/kayit","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/kayit"
"page","http://185.23.72.228/en/tr/kurban/2026-kurban","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/kurban/2026-kurban"
"page","http://185.23.72.228/en/tr/kvkk","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/kvkk"
"page","http://185.23.72.228/en/tr/medya","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/medya"
"page","http://185.23.72.228/en/tr/misyonumuz","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/misyonumuz"
"page","http://185.23.72.228/en/tr/projeler","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/projeler"
"page","http://185.23.72.228/en/tr/sepet","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/sepet"
"page","http://185.23.72.228/en/tr/vizyonumuz","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/vizyonumuz"
"page","http://185.23.72.228/en/tr/zekat-hesaplayici","404","","HTTP hatasÄ±","http://185.23.72.228/en/tr/zekat-hesaplayici"
"page","http://185.23.72.228/en/vizyonumuz","404","","HTTP hatasÄ±","http://185.23.72.228/en/vizyonumuz"
"page","http://185.23.72.228/en/zekat-hesaplayici","200","Zakat Calculator - Dernek","","http://185.23.72.228/en/zekat-hesaplayici"
"asset","http://185.23.72.228/images/logo.png","200","","image/png","http://185.23.72.228/images/logo.png"
"asset","http://185.23.72.228/storage/live-streams/01KYDQRAWN5ZX7CRDVWPWC80Q3.jpeg","200","","image/jpeg","http://185.23.72.228/storage/live-streams/01KYDQRAWN5ZX7CRDVWPWC80Q3.jpeg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-1.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-1.jpg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-10.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-10.jpg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-2.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-2.jpg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-3.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-3.jpg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-4.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-4.jpg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-5.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-5.jpg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-6.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-6.jpg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-7.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-7.jpg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-8.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-8.jpg"
"asset","http://185.23.72.228/storage/media/gallery/gallery-image-9.jpg","404","","text/html","http://185.23.72.228/storage/media/gallery/gallery-image-9.jpg"
"asset","http://185.23.72.228/storage/sliders/01KZ5VF0BN4YEMGG7C66BMWFFS.jpg","200","","image/jpeg","http://185.23.72.228/storage/sliders/01KZ5VF0BN4YEMGG7C66BMWFFS.jpg"
"asset","http://185.23.72.228/storage/sliders/01KZ5VM12D7BZVQ19Y79GWBQN9.jpg","200","","image/jpeg","http://185.23.72.228/storage/sliders/01KZ5VM12D7BZVQ19Y79GWBQN9.jpg"
"asset","http://185.23.72.228/storage/sliders/slider3.jpg","200","","image/jpeg","http://185.23.72.228/storage/sliders/slider3.jpg"
"asset","http://185.23.72.228/storage/themes/logos/01KYDDMD84WR81JDQ54BJDTXDB.png","200","","image/png","http://185.23.72.228/storage/themes/logos/01KYDDMD84WR81JDQ54BJDTXDB.png"
"page","http://185.23.72.228/tr","200","Dernek - Ana Sayfa","","http://185.23.72.228/tr"
"page","http://185.23.72.228/tr/ar","404","","HTTP hatasÄ±","http://185.23.72.228/tr/ar"
"page","http://185.23.72.228/tr/bagis","200","Bağış Yap - Dernek","","http://185.23.72.228/tr/bagis"
"page","http://185.23.72.228/tr/bagis-kategorileri","200","Bağış Kategorileri - Dernek","","http://185.23.72.228/tr/bagis-kategorileri"
"page","http://185.23.72.228/tr/bagis-kategorileri/burs","200","Burs - Dernek","","http://185.23.72.228/tr/bagis-kategorileri/burs"
"page","http://185.23.72.228/tr/bagis-kategorileri/egitim","200","Eğitim - Dernek","","http://185.23.72.228/tr/bagis-kategorileri/egitim"
"page","http://185.23.72.228/tr/bagis-kategorileri/genel-bagis","200","Genel Bağış - Dernek","","http://185.23.72.228/tr/bagis-kategorileri/genel-bagis"
"page","http://185.23.72.228/tr/bagis-kategorileri/insani-yardim","200","İnsani Yardım - Dernek","","http://185.23.72.228/tr/bagis-kategorileri/insani-yardim"
"page","http://185.23.72.228/tr/bagis-kategorileri/okul-yapimi","200","Okul Yapımı - Dernek","","http://185.23.72.228/tr/bagis-kategorileri/okul-yapimi"
"page","http://185.23.72.228/tr/bagis-kategorileri/saglik","200","Sağlık - Dernek","","http://185.23.72.228/tr/bagis-kategorileri/saglik"
"page","http://185.23.72.228/tr/canli-yayin","200","Canli Yayinlar - Dernek","","http://185.23.72.228/tr/canli-yayin"
"page","http://185.23.72.228/tr/canli-yayin/gida-yardimi-kampanyasi-2024","200","Gıda Yardımı Kampanyası 2024 - Canli Yayin - Dernek","","http://185.23.72.228/tr/canli-yayin/gida-yardimi-kampanyasi-2024"
"page","http://185.23.72.228/tr/canli-yayin/kurban-bayrami-ozel-yayin","200","Kurban Bayramı Özel Yayını - Canli Yayin - Dernek","","http://185.23.72.228/tr/canli-yayin/kurban-bayrami-ozel-yayin"
"page","http://185.23.72.228/tr/canli-yayin/ramazan-canli-bagis-gecesi","200","Ramazan Canlı Bağış Gecesi - Canli Yayin - Dernek","","http://185.23.72.228/tr/canli-yayin/ramazan-canli-bagis-gecesi"
"page","http://185.23.72.228/tr/canli-yayin/su-kuyusu-projesi-tanitimi","200","Su Kuyusu Projesi Tanıtım Yayını - Canli Yayin - Dernek","","http://185.23.72.228/tr/canli-yayin/su-kuyusu-projesi-tanitimi"
"page","http://185.23.72.228/tr/canli-yayin/yetim-destek-programi","200","Yetim Destek Programı Bilgilendirme - Canli Yayin - Dernek","","http://185.23.72.228/tr/canli-yayin/yetim-destek-programi"
"page","http://185.23.72.228/tr/cerez-politikasi","200","Çerez Politikası - Dernek","","http://185.23.72.228/tr/cerez-politikasi"
"page","http://185.23.72.228/tr/en","404","","HTTP hatasÄ±","http://185.23.72.228/tr/en"
"page","http://185.23.72.228/tr/etkinlikler","200","Etkinlikler - Dernek","","http://185.23.72.228/tr/etkinlikler"
"page","http://185.23.72.228/tr/faaliyet-alanlari","200","Faaliyet Alanları","","http://185.23.72.228/tr/faaliyet-alanlari"
"page","http://185.23.72.228/tr/fitre-hesaplayici","200","Fitre Hesaplayıcı - Dernek","","http://185.23.72.228/tr/fitre-hesaplayici"
"page","http://185.23.72.228/tr/giris","200","Giriş Yap / Üye Ol - Dernek","","http://185.23.72.228/tr/giris"
"page","http://185.23.72.228/tr/gizlilik-politikasi","200","Gizlilik Politikası - Dernek","","http://185.23.72.228/tr/gizlilik-politikasi"
"page","http://185.23.72.228/tr/gonullu","200","Gönüllü Ol - Dernek","","http://185.23.72.228/tr/gonullu"
"page","http://185.23.72.228/tr/haberler","200","Haberler ve Duyurular - Dernek","","http://185.23.72.228/tr/haberler"
"page","http://185.23.72.228/tr/haberler/egitim-bursu-guncelleme","200","Eğitim Bursu Programı Güncelleme","","http://185.23.72.228/tr/haberler/egitim-bursu-guncelleme"
"page","http://185.23.72.228/tr/haberler/kurban-bayrami-kampanyasi","200","Kurban Bayramı Kampanyası","","http://185.23.72.228/tr/haberler/kurban-bayrami-kampanyasi"
"page","http://185.23.72.228/tr/haberler/ramazan-kampanyasi-duyurusu","200","Ramazan Kampanyası Duyurusu","","http://185.23.72.228/tr/haberler/ramazan-kampanyasi-duyurusu"
"page","http://185.23.72.228/tr/haberler/yeni-su-kuyusu-projesi-baslatildi","200","Yeni Su Kuyusu Projesi Başlatıldı","","http://185.23.72.228/tr/haberler/yeni-su-kuyusu-projesi-baslatildi"
"page","http://185.23.72.228/tr/hakkimizdabbbb","200","Hakkımızda","","http://185.23.72.228/tr/hakkimizdabbbb"
"page","http://185.23.72.228/tr/hediye-katalogu","200","Hediye Kataloğu - Dernek","","http://185.23.72.228/tr/hediye-katalogu"
"page","http://185.23.72.228/tr/iletisim","200","İletişim - Dernek","","http://185.23.72.228/tr/iletisim"
"page","http://185.23.72.228/tr/kayit","200","Giriş Yap / Üye Ol - Dernek","","http://185.23.72.228/tr/kayit"
"page","http://185.23.72.228/tr/kurban/2026-kurban","200","2026 Kurban - Dernek","","http://185.23.72.228/tr/kurban/2026-kurban"
"page","http://185.23.72.228/tr/kvkk","200","KVKK Aydınlatma Metni - Dernek","","http://185.23.72.228/tr/kvkk"
"page","http://185.23.72.228/tr/medya","200","Medya Galerisi - Dernek","","http://185.23.72.228/tr/medya"
"page","http://185.23.72.228/tr/misyonumuz","200","Misyonumuz","","http://185.23.72.228/tr/misyonumuz"
"page","http://185.23.72.228/tr/projeler","200","Projeler - Dernek","","http://185.23.72.228/tr/projeler"
"page","http://185.23.72.228/tr/projeler/1000-ogrenciye-burs","200","1000 Öğrenciye Burs - Dernek","","http://185.23.72.228/tr/projeler/1000-ogrenciye-burs"
"page","http://185.23.72.228/tr/projeler/kis-yardimi-2026","200","Kış Yardımı 2026 - Dernek","","http://185.23.72.228/tr/projeler/kis-yardimi-2026"
"page","http://185.23.72.228/tr/projeler/mobil-saglik-araci","200","Mobil Sağlık Aracı - Dernek","","http://185.23.72.228/tr/projeler/mobil-saglik-araci"
"page","http://185.23.72.228/tr/sepet","200","Bağış Sepeti - Dernek","","http://185.23.72.228/tr/sepet"
"page","http://185.23.72.228/tr/sifremi-unuttum","200","Şifremi Unuttum - Dernek","","http://185.23.72.228/tr/sifremi-unuttum"
"page","http://185.23.72.228/tr/tr","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr"
"page","http://185.23.72.228/tr/tr/bagis","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/bagis"
"page","http://185.23.72.228/tr/tr/bagis-kategorileri","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/bagis-kategorileri"
"page","http://185.23.72.228/tr/tr/bagis-kategorileri/egitim","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/bagis-kategorileri/egitim"
"page","http://185.23.72.228/tr/tr/bagis-kategorileri/genel-bagis","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/bagis-kategorileri/genel-bagis"
"page","http://185.23.72.228/tr/tr/bagis-kategorileri/insani-yardim","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/bagis-kategorileri/insani-yardim"
"page","http://185.23.72.228/tr/tr/bagis-kategorileri/saglik","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/bagis-kategorileri/saglik"
"page","http://185.23.72.228/tr/tr/canli-yayin","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/canli-yayin"
"page","http://185.23.72.228/tr/tr/cerez-politikasi","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/cerez-politikasi"
"page","http://185.23.72.228/tr/tr/etkinlikler","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/etkinlikler"
"page","http://185.23.72.228/tr/tr/faaliyet-alanlari","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/faaliyet-alanlari"
"page","http://185.23.72.228/tr/tr/fitre-hesaplayici","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/fitre-hesaplayici"
"page","http://185.23.72.228/tr/tr/giris","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/giris"
"page","http://185.23.72.228/tr/tr/gizlilik-politikasi","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/gizlilik-politikasi"
"page","http://185.23.72.228/tr/tr/gonullu","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/gonullu"
"page","http://185.23.72.228/tr/tr/haberler","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/haberler"
"page","http://185.23.72.228/tr/tr/haberler/egitim-bursu-guncelleme","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/haberler/egitim-bursu-guncelleme"
"page","http://185.23.72.228/tr/tr/haberler/kurban-bayrami-kampanyasi","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/haberler/kurban-bayrami-kampanyasi"
"page","http://185.23.72.228/tr/tr/haberler/ramazan-kampanyasi-duyurusu","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/haberler/ramazan-kampanyasi-duyurusu"
"page","http://185.23.72.228/tr/tr/haberler/yeni-su-kuyusu-projesi-baslatildi","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/haberler/yeni-su-kuyusu-projesi-baslatildi"
"page","http://185.23.72.228/tr/tr/hakkimizdabbbb","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/hakkimizdabbbb"
"page","http://185.23.72.228/tr/tr/hediye-katalogu","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/hediye-katalogu"
"page","http://185.23.72.228/tr/tr/iletisim","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/iletisim"
"page","http://185.23.72.228/tr/tr/kayit","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/kayit"
"page","http://185.23.72.228/tr/tr/kurban/2026-kurban","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/kurban/2026-kurban"
"page","http://185.23.72.228/tr/tr/kvkk","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/kvkk"
"page","http://185.23.72.228/tr/tr/medya","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/medya"
"page","http://185.23.72.228/tr/tr/misyonumuz","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/misyonumuz"
"page","http://185.23.72.228/tr/tr/projeler","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/projeler"
"page","http://185.23.72.228/tr/tr/sepet","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/sepet"
"page","http://185.23.72.228/tr/tr/vizyonumuz","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/vizyonumuz"
"page","http://185.23.72.228/tr/tr/zekat-hesaplayici","404","","HTTP hatasÄ±","http://185.23.72.228/tr/tr/zekat-hesaplayici"
"page","http://185.23.72.228/tr/vizyonumuz","200","Vizyonumuz","","http://185.23.72.228/tr/vizyonumuz"
"page","http://185.23.72.228/tr/zekat-hesaplayici","200","Zekat Hesaplayıcı - Dernek","","http://185.23.72.228/tr/zekat-hesaplayici"
